mouse,noStimDp,v1StimDp,scStimDp,obStimDp,noStimC,v1StimC,scStimC,obStimC,v1DeltaDp,scDeltaDp,obDeltaDp,nNoStim,nV1Stim,nSCStim,nDualStim,faRate,lapseRate
2452,2.06361612179952,2.27799111302237,1.94015551923947,2.01624718896465,0.588478184024992,0.481290688413565,0.650208485305014,0.612162650442422,0.214374991222854,-0.123460602560043,-0.047368932834861,61,62,62,61,0.0525854011380388,0.258064516129032
2452,2.3472047870063,2.23009738858606,1.966251678102,1.8296400260453,0.544125709824129,0.602679409034248,0.734602264276277,0.802908090304627,-0.117107398420238,-0.380953108904296,-0.517564760960997,79,79,78,78,0.0429231104028478,0.164556962025316
2452,2.64124570586261,2.45693088806324,2.16061225605882,2.1268666611864,0.354267018454352,0.446424427354036,0.594583743356247,0.611456540792458,-0.184314817799368,-0.480633449803791,-0.514379044676212,88,87,87,87,0.0469779206266742,0.233333333333333
2454,1.59482772491333,1.49910595273377,0.841479144509924,0.852744261478077,0.791792402189477,0.839653288279253,1.16846669239118,1.1628341339071,-0.0957217721795522,-0.753348580403401,-0.742083463435248,83,85,85,84,0.0560069162964285,0.229885057471264
2454,2.24811858227344,1.97210747488861,1.71058489172358,1.61923421355068,0.941729192877838,1.07973474657025,1.21049603815276,1.25617137723922,-0.276011107384829,-0.537533690549852,-0.62888436872276,93,93,91,91,0.0194242279748719,0.228260869565217
2454,2.10817930967164,1.93675342052139,1.44917355816724,1.66444368857508,0.855946936677881,0.941659881253006,1.18544981243008,1.07781474722616,-0.17142588915025,-0.6590057515044,-0.44373562109656,83,82,82,81,0.0280642510659037,0.25609756097561
2454,2.27758223949617,2.0690136471008,1.51657819556166,1.71717302450855,0.789507748976801,0.893792045174485,1.17000977094406,1.06971235647061,-0.208568592395369,-0.761004043934515,-0.560409214987621,82,81,81,81,0.0269089812287415,0.209876543209877
2454,2.04369794563666,2.23540510328971,1.5758913559942,1.32920773379751,1.01111564075935,0.915262061932818,1.24501893558058,1.36836074667892,0.191707157653057,-0.467806589642459,-0.714490211839144,68,73,71,74,0.0210280491140113,0.420289855072464
2454,1.83661361231745,1.63465182914004,1.20725599073468,0.686117381285494,0.705272175366536,0.806253066955242,1.01995098615792,1.28052029088252,-0.201961783177412,-0.629357621582775,-1.15049623103196,66,66,67,69,0.0522328471408574,0.238805970149254
2454,2.39588840891928,2.56438037187212,1.45954913466316,1.88381868175104,0.742180243213956,0.657934261737537,1.21034988034202,0.998215106798076,0.168491962952837,-0.936339274256127,-0.51206972716824,57,54,57,57,0.0261822837693378,0.141592920353982
2454,2.2724218616652,2.09258554462982,1.5704309364813,1.67154109121885,0.798128673740403,0.888046832258093,1.14912413633235,1.09856905896358,-0.17983631703538,-0.701990925183899,-0.600880770446358,95,94,96,97,0.0265356934177625,0.237113402061856
2454,1.74107480066239,2.15437917070254,1.09574883642918,1.28156736653549,0.902366517707864,0.695714332687787,1.22502949982447,1.13212023477131,0.413304370040154,-0.645325964233206,-0.459507434126899,73,71,72,74,0.0381223146672941,0.256410256410256
2454,2.30865149542099,2.27679556251301,1.73944120074042,1.69141094960374,0.927058043565642,0.942986010019633,1.21166319090593,1.23567831647427,-0.0318559329079817,-0.569210294680571,-0.617240545817252,82,82,82,86,0.0186993955414417,0.215686274509804
2454,1.54181998918084,1.5455850598123,1.05977001898918,0.184735509617342,0.918791081018467,0.916908545702738,1.1598160661143,1.59733332080022,0.00376507063145759,-0.482049970191658,-1.3570844795635,45,47,47,46,0.0455425786945173,0.27972027972028
2454,2.399943489261,1.37454635119028,1.13869465192183,0.736095376886423,0.2942628827773,0.806961451812657,0.924887301446886,1.12618693896459,-1.02539713807071,-1.26124883733917,-1.66384811237457,47,47,47,47,0.067557152456458,0.128440366972477
2454,1.4965882103472,0.898599175419569,0.745216866389908,-0.0141250189597362,0.634203992933337,0.933198510397152,1.00988966491198,1.3895606075868,-0.597989034927631,-0.751371343957292,-1.51071322930694,36,35,34,38,0.0834094070213903,0.204819277108434
2454,2.73533630630923,2.14510936219268,1.40995143897061,1.01470458443499,0.250537265165881,0.545650737224153,0.91322969883519,1.110853126103,-0.590226944116545,-1.32538486733862,-1.72063172187424,56,60,58,61,0.052809167779009,0.201680672268908
2454,2.05355108491441,1.28530967878904,0.802404348571099,0.615238193538704,0.676350929201593,1.06047163226428,1.30192429737325,1.39550737488945,-0.768241406125372,-1.25114673634331,-1.43831289137571,49,49,50,51,0.0442722014944287,0.187919463087248
2454,2.02786397273085,1.804470061782,0.941229235290541,0.866970099396179,0.72191087570723,0.833607831181656,1.26522824442739,1.30235781237457,-0.223393910948851,-1.08663473744031,-1.16089387333468,65,64,61,62,0.0412958115135535,0.204918032786885
2454,2.37084258592085,2.32887384606864,1.30207781920553,1.41356254474701,0.777897933396323,0.798882303322427,1.31228031675398,1.25653795398324,-0.0419687398522077,-1.06876476671531,-0.957280041173838,66,66,66,68,0.0248045463959301,0.259541984732824
2454,2.2299563188771,2.19453027111873,1.41654496032259,1.30549410023104,0.946635981916335,0.964349005795518,1.35334166119359,1.40886709123936,-0.0354260477583654,-0.813411358554509,-0.924462218646055,73,73,73,75,0.0196222433058731,0.321678321678322
2454,1.84833704193144,2.04331921748672,1.3372549306093,0.897312767627864,0.734768762350558,0.637277674572918,0.990309818011628,1.21028089950235,0.194982175555281,-0.511082111322139,-0.951024274303575,47,45,47,46,0.0485642154010145,0.165467625899281
2454,2.43664689323238,2.13911022143142,1.47890417931963,0.577992613964635,0.773888819429235,0.922657155329712,1.25276017638561,1.70321595906311,-0.297536671800955,-0.957742713912751,-1.85865427926774,53,51,50,50,0.0231738864855751,0.25
2454,2.3040380446832,1.85316908926623,1.44529509143681,0.869631281899841,0.960381664354857,1.18581614206334,1.38975314097805,1.67758504574654,-0.450868955416966,-0.858742953246385,-1.43440676278336,48,49,49,49,0.017326048079696,0.358974358974359
2454,2.36142089355182,2.28129501265574,1.61139018296208,1.26785289907795,0.829959542128707,0.870022482576751,1.20497489742358,1.37674353936564,-0.0801258808960879,-0.750030710589744,-1.09356799447387,62,65,64,61,0.0221801629993833,0.252631578947368
2454,2.08982573436937,1.90386406599629,1.29711262374141,1.48524215341017,1.04584606873338,1.13882690291992,1.44220262404736,1.34813785921298,-0.185961668373077,-0.792713110627959,-0.604583580959195,57,55,57,56,0.0182748394410018,0.315789473684211
2454,2.18996494808345,1.68495587867916,1.10381762214332,1.23292813030341,0.73395644809584,0.986460982797987,1.27703011106591,1.21247485698586,-0.505009069404294,-1.08614732594014,-0.957036817780042,49,52,50,50,0.0337043793036352,0.187919463087248
2454,2.8328486584218,2.17996253729114,1.39701220855411,1.24212015493261,0.303862415792126,0.630305476357457,1.02178064072597,1.09922666753672,-0.652886121130662,-1.43583644986769,-1.59072850348919,55,55,55,55,0.0426901658303129,0.195121951219512
2454,2.53029181375631,2.3156217135054,1.38756489701463,1.50592688464553,0.791259496648215,0.898594546773671,1.36262295501906,1.30344196120361,-0.214670100250912,-1.14272691674169,-1.02436492911078,61,59,60,59,0.0198717279466829,0.230337078651685
2456,0.699816944927485,0.762161949970968,-0.0112005850037629,0.552681740330811,0.779357430964538,0.748184928442796,1.13486619593016,0.852925033262875,0.0623450050434828,-0.711017529931248,-0.147135204596674,50,25,25,24,0.129392839934056,0.397435897435897
2456,1.48926766877006,1.18508369966779,1.01670971525079,1.38477434353692,0.797191949031304,0.949283933582439,1.03347092579094,0.849438611647873,-0.304183969102271,-0.472557953519263,-0.104493325233138,45,35,35,36,0.0615579673895036,0.340909090909091
2456,2.14934609456914,2.20418394408365,1.93586899556664,2.04176555369444,0.819699944524817,0.792281019767564,0.926438494026068,0.873490214962169,0.0548378495145063,-0.213477099002502,-0.107580540874705,98,49,49,49,0.0290877593594473,0.265734265734266
2456,1.97140577953829,1.98578464027074,1.95734137952407,2.19563899995903,1.08552744672689,1.07833801636066,1.092559646734,0.973410836516514,0.014378860732452,-0.0140644000142218,0.224233220420743,85,42,43,43,0.0191686379401795,0.325396825396825
2456,1.42305195936152,1.33992819843938,1.28385511401977,0.920217778771467,0.845696315681203,0.887258196142276,0.915294738352079,1.09711340597623,-0.0831237609221449,-0.139196845341752,-0.502834180590057,123,49,49,49,0.0597088583605139,0.556701030927835
2456,1.05563415932462,1.21270532094663,1.09096956661502,1.31529343062638,0.837067546388768,0.758531965577762,0.819399842743565,0.707237910737888,0.157071161622012,0.0353354072904049,0.25965927130176,81,82,81,80,0.0861446575166041,0.50314465408805
2456,1.59743573323666,1.23300780358434,0.86832427797558,1.11365470250712,0.726343643185533,0.908557608011694,1.09089937081607,0.968234158550304,-0.364427929652322,-0.729111455261078,-0.483781030729541,34,33,33,34,0.0636218781998794,0.485294117647059
2456,2.60395941960359,2.86154700834701,2.84245422031088,2.55781406859337,0.964674434151291,0.835880639779583,0.845427033797646,0.987747109656401,0.257587588743415,0.23849480070729,-0.0461453510102214,44,44,43,42,0.0117056808704034,0.202312138728324
2475,1.60049018457686,1.95013450374585,1.5242375565082,1.78661202525038,0.77460369038541,0.599781530800914,0.812730004419738,0.681542770048647,0.349644319168992,-0.0762526280686562,0.186121840673525,52,51,51,51,0.05764567657721,0.320388349514563
2475,1.8501801710779,1.67615139251265,1.56620954751479,1.65134850745924,0.631884212889276,0.718898602171904,0.773869524670835,0.73130004469861,-0.174028778565257,-0.283970623563117,-0.198831663618667,47,47,45,46,0.0597382938272683,0.386363636363636
2475,1.90526980078218,2.18475476673992,2.00754599071794,1.88070493608067,0.658250535684627,0.518508052705758,0.607112440716747,0.670532968035384,0.279484965957739,0.10227618993576,-0.0245648647015133,55,56,55,51,0.0536023474499463,0.230263157894737
2475,2.15313372307381,2.09793071109514,1.99264275440113,2.30637436808441,0.665222525808049,0.692824031797385,0.745468010144386,0.588602203302747,-0.0552030119786715,-0.160490968672675,0.153240645010604,49,52,52,51,0.0407726522010606,0.240384615384615
2475,1.72705430913265,1.48938337009086,1.63125444648729,1.53877207942991,0.912833303504647,1.03166877302554,0.960733234827328,1.00697441835602,-0.237670939041785,-0.0957998626453624,-0.188282229702741,42,39,41,42,0.0378367620781528,0.326388888888889
2475,1.80119766618684,1.51541386133003,1.67982925427444,1.83813052665578,1.01259037938409,1.15548228181249,1.07327458534029,0.994123949149618,-0.285783804856812,-0.121368411912393,0.036932860468941,34,33,33,33,0.0278619170126827,0.447761194029851
2475,2.13949827264095,2.12103208293162,1.84399922460404,2.12103208293162,0.954674350989277,0.963907445843943,1.10242387500773,0.963907445843943,-0.018466189709331,-0.295499048036905,-0.018466189709331,63,62,59,62,0.0214632985667921,0.377049180327869
2475,2.25268017811684,2.22574484555208,2.05029429669983,2.05029429669983,1.21311206837023,1.22657973465261,1.31430500907874,1.31430500907874,-0.0269353325647521,-0.202385881417008,-0.202385881417008,51,50,51,51,0.00965602243320451,0.4
2475,1.55853253018873,1.77558358482609,1.67709110763177,1.67709110763177,1.08309666176901,0.974571134450333,1.02381737304749,1.02381737304749,0.217051054637359,0.118558577443039,0.118558577443039,55,56,54,54,0.0312759755476339,0.416666666666667
2475,1.5115771993515,1.55011192965346,1.64842749817106,1.38398109149387,1.26590518057867,1.24663781542769,1.19748003116889,1.32970323450749,0.0385347303019608,0.136850298819561,-0.127596107857638,25,18,19,18,0.0216039984150768,0.485943775100402
2475,2.14210637615079,1.98066643789723,1.99733329716318,1.9635394962118,0.853804170499701,0.934524139626478,0.926190709993506,0.943087610469193,-0.161439938253553,-0.14477307898761,-0.178566879938984,72,71,72,70,0.0271236029069888,0.314685314685315
2475,1.8679064282351,1.767112866459,1.8090684597696,1.76855779539355,0.823866691030317,0.87426347191837,0.853285675263068,0.873541007451092,-0.100793561776106,-0.0588379684655023,-0.0993486328415518,89,86,89,84,0.0393890786785521,0.375
2475,1.27771051165255,1.30074645936889,1.42288621248266,1.25382620855564,0.888381535524114,0.876863561665945,0.815793685109059,0.900323687072569,0.0230359477163391,0.145175700830111,-0.02388430309691,66,67,69,65,0.0633510703588251,0.388059701492537
2476,1.7778854160642,1.75530209758763,1.40369106540886,1.43135043472282,1.09326443493638,1.10455609417466,1.28036161026405,1.26653192560707,-0.0225833184765678,-0.374194350655337,-0.346534981341375,67,66,67,65,0.023728030779088,0.320610687022901
2476,1.94702937276712,1.69224260564912,0.893249056184407,0.315744794114884,1.04172633297044,1.16911971652944,1.5686164912618,1.85736862229656,-0.254786767117996,-1.05378031658271,-1.63128457865224,64,62,60,61,0.021939700744524,0.422413793103448
2476,1.97481368757201,1.96748011620542,1.44968281836888,1.48445166055576,1.15671204607619,1.16037883175949,1.41927748067776,1.40189305958432,-0.00733357136658919,-0.525130869203137,-0.490362027016255,43,41,43,45,0.0160116809361487,0.381578947368421
2476,2.18965209007493,1.69583021552454,1.78150702239531,1.57886611059871,0.67954489600352,0.926455833278711,0.883617429843328,0.984937885741629,-0.493821874550382,-0.408145067679615,-0.610785979476218,46,45,46,45,0.0380009066094119,0.293478260869565
2476,2.08129485844129,1.96315604153271,1.65578058761999,1.3280964735291,0.909474386855851,0.96854379531014,1.1222315222665,1.28607357931195,-0.118138816908578,-0.425514270821304,-0.753198384912195,55,56,55,56,0.0255808007905418,0.36144578313253
2476,1.98959260086185,1.84595384428836,1.57465692044055,1.54788047104777,0.781932899753769,0.853752278040512,0.989400739964417,1.00278896466081,-0.143638756573488,-0.414935680421298,-0.441712129814086,45,44,43,44,0.0378064027678499,0.272727272727273
2476,2.25894713955415,1.76646599325981,1.49591789141306,1.71554707616622,0.960544092343837,1.20678466549101,1.34205871641438,1.2322441240378,-0.492481146294344,-0.763029248141093,-0.543400063387934,40,39,38,41,0.0183081065761609,0.454545454545455
2476,2.55065525035129,2.54980435978768,2.24861614321573,2.08334812953289,1.24944794163579,1.2498733869176,1.40046749520357,1.48310150204499,-0.000850890563615536,-0.302039107135565,-0.467307120818405,76,78,76,75,0.00578860994456309,0.444444444444444
2476,2.0904182242034,2.06082002614072,2.11639189155174,1.38680187121346,1.14466870067634,1.15946779970769,1.13168186700217,1.49647687717131,-0.0295981980626823,0.0259736673483402,-0.703616352989935,47,46,46,45,0.0142665497405456,0.343065693430657
2476,1.97580091707765,2.50048857080611,1.97580091707765,1.97580091707765,1.0167531818901,0.754409355025871,1.0167531818901,1.0167531818901,0.524687653728465,0,0,66,66,66,66,0.0225000439334075,0.284263959390863
2476,2.37079897541159,2.11176051096591,2.15543292881781,2.35005981739994,1.13389500398946,1.2634142362123,1.24157802728635,1.14426458299528,-0.25903846444568,-0.215366046593781,-0.0207391580116516,59,59,59,58,0.0101895369515669,0.355932203389831
2476,2.29213005613528,2.24858124728986,2.01934807411738,1.72132471458421,0.899392446702657,0.921166851125364,1.0357834377116,1.18479511747819,-0.0435488088454137,-0.272781982017892,-0.570805341551065,142,73,72,70,0.0204048887949539,0.20253164556962
2476,2.04536874031042,1.55312511714068,1.33608568878218,1.4249840859676,0.782306277024084,1.02842808860895,1.1369478027882,1.09249860419549,-0.492243623169741,-0.709283051528242,-0.620384654342814,64,64,64,64,0.0355380728044037,0.197916666666667
2476,1.77703014309531,1.20138591353918,0.626563710916309,0.311673702146348,0.932997565790914,1.22081968056898,1.50823078188042,1.6656757862654,-0.575644229556136,-1.150466432179,-1.46535644094897,62,41,41,41,0.0342644837268165,0.528
2476,2.20997982045902,1.88718576033263,1.88718576033263,1.55315050456719,0.883655460932534,1.04505249099573,1.04505249099573,1.21207011887845,-0.322794060126387,-0.322794060126387,-0.656829315891825,72,72,72,72,0.0233701798527832,0.305555555555556
2476,2.23979678551258,1.84618356546825,1.72855508173571,1.58466389066608,0.827297691801981,1.02410430182415,1.08291854369042,1.15486413922523,-0.393613220044333,-0.511241703776873,-0.655132894846503,56,57,56,56,0.0257556154689443,0.227544910179641
2476,1.68506306919543,1.63816661458856,1.66205086921233,1.52221256703144,0.85451175108193,0.877959978385362,0.86601785107348,0.935937002163923,-0.0468964546068635,-0.0230121999831001,-0.162850502163985,56,56,55,57,0.0448442386413791,0.260606060606061
2485,1.30953391252619,1.27095073259962,1.18911044702341,0.636790743086666,0.935152696498809,0.954444286462092,0.9953644292502,1.27152428121857,-0.038583179926567,-0.120423465502784,-0.672743169439523,59,61,63,60,0.0559264585696324,0.413223140495868
2485,1.2365121891016,0.884050515359411,0.43445225931625,0.456583588795919,0.738597177355478,0.914828014226571,1.13962714224815,1.12856147750832,-0.352461673742186,-0.802059929785347,-0.779928600305678,48,45,44,47,0.0874139184106175,0.4
2485,1.59689507311298,1.43104018739248,0.949953725476021,-0.0219276899173344,0.696884143573464,0.779811586433712,1.02035481739194,1.50629552508862,-0.165854885720497,-0.646941347636958,-1.61882276303031,49,51,47,47,0.0674139505296606,0.380434782608696
2485,1.36247878314458,1.15405225593443,0.704485271220251,0.46474461917108,0.805142846155364,0.909356109760437,1.13413960211753,1.25400992814211,-0.208426527210146,-0.657993511924327,-0.897734163973499,43,46,48,52,0.0685890226678684,0.434782608695652
2485,0.79504868082573,1.08831923771904,1.01272745347683,-0.0832386719645168,1.08786385611929,0.941228577672636,0.979024469793741,1.52700753251441,0.293270556893309,0.217678772651099,-0.878287352790246,64,64,63,65,0.0687205102910955,0.421052631578947
2485,1.28388084762073,1.15487152338641,0.378228663495326,0.220053437073313,0.727294735728262,0.791799397845422,1.18012082779096,1.25920844100197,-0.129009324234322,-0.905652184125402,-1.06382741054741,43,43,43,45,0.0854628894415306,0.35
2485,0.755853201904534,1.24248958510293,0.215182733319389,-0.192208531850529,0.877703020870098,0.6343848292709,1.14803825516267,1.35173388774763,0.486636383198395,-0.540670468585145,-0.948061733755063,42,42,42,41,0.104625143216137,0.451219512195122
2485,1.35909964214646,1.12641300479929,0.325296842870243,0.144902362802838,0.686287929021599,0.802631247695182,1.20318932865971,1.29338656869341,-0.232686637347167,-1.03380279927622,-1.21419727934362,74,46,45,48,0.0859949473849164,0.32258064516129
